,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
"['107880', '107881', '107882', '107883', '107884', '107885', '107886', '107887', '107888', '107889', '107890', '107891', '107892', '107893', '107894', '107895', '107896', '107897', '107898', '107899', '107900', '107901', '107902', '107903', '107904', '107905', '107906', '107907', '107908', '107909', '107910', '107911', '107912', '107913', '107914', '107915', '107916', '107917', '107918', '107919', '107920', '107921', '107922', '107923', '107924', '107925', '107926', '107927', '107928', '107929', '107980', '107981', '107982', '107983', '107984', '107985', '107986', '107987', '107988', '107989', '107990', '107991', '107992', '107993', '107994', '107995', '107996', '107997', '107998', '107999', '108000', '108001', '108002', '108003', '108004', '108005', '108006', '108007', '108008', '108009', '108010', '108011', '108012', '108013', '108014', '108025', '108026', '108027', '108028', '108029', '108032', '108033', '108034', '108035', '108036', '108037', '108038', '108039', '108040', '108041', '108042', '108043', '108044', '108045', '108046', '108047', '108048', '108049', '108050', '108051', '108052', '108053', '108054', '108055', '108056', '108057', '108058', '108059', '108060', '108061', '108062', '108063', '108064', '108065', '108066', '108067', '108068', '108069', '108070', '108071', '108072', '108073', '108074', '108075', '108076', '108077', '108078', '108079', '108080', '108081', '108097', '108098', '108099', '108100', '108101', '108102', '108103', '108104', '108105', '108106', '108107', '108108', '108109', '108110', '108111', '108112', '108113', '108114', '108115', '108116', '108117', '108118', '108119', '108120', '108121', '108122', '108123', '108124', '108125', '108126', '108127', '108128', '108129', '108130', '108131', '108132', '108133', '108134', '108135', '108136', '108137', '108138', '108139', '108140', '108141', '108142', '108143', '108144', '108145', '108146', '108197', '108198', '108199', '108200', '108201', '108202', '108203', '108204', '108205', '108206', '108207', '108208', '108209', '108210', '108211', '108212', '108213', '108214', '108215', '108216', '108217', '108218', '108219', '108220', '108221', '108222', '108223', '108224', '108225', '108226', '108227', '108228', '108229', '108230', '108231', '108232', '108233', '108234', '108235', '108236', '108237', '108238', '108239', '108240', '108241', '108242', '108243', '108244', '108245', '108246', '108248', '108249', '108250', '108251', '108252', '108253', '108254', '108255', '108256', '108257', '108258', '108259', '108260', '108261', '108262', '108263', '108264', '108265', '108266', '108267', '108268', '108269', '108270', '108271', '108272', '108273', '108274', '108275', '108276', '108277', '108278', '108279', '108280', '108281', '108282', '108283', '108284', '108285', '108286', '108287', '108288', '108289', '108290', '108291', '108292', '108293', '108294', '108295', '108296', '108297', '173884', '173885', '173886', '173887', '173888', '173889', '173890', '173891', '173892', '173893', '173894', '173895', '173896', '173897', '173898', '173899', '173900', '173902', '173903', '173905', '173906', '173907', '173908', '173909', '173910', '173911', '173912', '173913', '173914', '173915', '173916', '173917', '173918', '173919', '173920', '173921', '173922', '173923', '173924', '173930', '173931', '173932', '173933', '173934', '173935', '173936', '173937', '173938', '173939', '173940', '173941', '173942', '173943', '173944', '173945', '173946', '173947', '173948', '173949', '173951', '173952', '173953', '173954', '173955', '173956', '173957', '173958', '173959', '173960', '173962', '173963', '173964', '173965', '173966', '173967', '173968', '173969', '173970', '173972', '173973', '173974', '173975', '173976', '173977', '173978', '173979', '173980', '173981', '173982', '173983', '173984', '173985', '173986', '173987', '173988', '173989', '173990', '173991', '173994', '173995', '173996', '173997', '173998', '174000', '174001', '174002', '174003', '174004', '174005', '174006', '174007', '174008', '174009', '174010', '174011', '174012', '174013', '174014', '174015', '174016', '174017', '174018', '174019', '174020', '174021', '174022', '174023']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['107930', '107935', '107940', '107955', '107960', '107965', '107970', '107975', '108147', '108152', '108157', '108162', '108167', '108172', '108177', '108182', '108187', '108192']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['1080', '147977', '147978', '147979', '147980', '147981', '147982', '147983', '147984', '147985', '147986', '147987', '147988', '147989', '147990', '147991', '147992', '147993', '147994', '147995', '147996', '147997', '147998', '147999', '148000', '148001', '148002', '148003', '148004', '148005', '148006', '148007', '148008', '148009', '148010', '148011', '148012', '148013', '148014', '148015', '148016', '71339', '71340', '71341', '71342', '71343', '71344', '71345', '71346', '71347', '71348', '71349', '71350', '71351', '71352', '71353', '71354', '71355', '71356', '71357', '71358', '71359', '71360', '71361', '71362', '71363', '71364', '71365', '71366', '71367', '71368', '807', '808', '809', '810', '84619', '84620', '84621', '84622', '84623', '84624', '84625', '84626', '84627', '84628', '84699', '84700', '84701', '84702', '84703', '84704', '84705', '84706', '84708', '85089', '85090', '85091', '85092', '85093', '85094', '85095', '85096', '85097', '85098', '85099', '85100', '85101', '85102', '85103', '85104', '85105', '85106', '85107', '85108', '85648', '85649', '85650', '85651', '85652', '85653', '85654', '85655', '85656', '85657', '85658', '85659', '85660', '85661', '85662', '85663', '85664', '85665', '85666', '85667', '85668', '85669', '85670', '85671', '85672', '85673', '85674', '85675', '85676', '85677', '85678', '85679', '85680', '85681', '85682', '85683', '85684', '85685', '85686', '85687', '86096', '86097', '86098', '86099', '86100', '86101', '86102', '86103', '86104', '86105', '86116', '86117', '86118', '86119', '86120', '86121', '86122', '86123', '86124', '86125', '94865', '94866', '94867', '94868', '94869', '94870', '94871', '94872', '94873', '94874', '94875', '94876', '94877', '94878', '94879', '94880', '94881', '94882', '94883', '94884', '94885', '94886', '94887', '94888', '94889', '94890', '94891', '94892', '94893', '94894', '94895', '94896', '94897', '94898', '94899', '94900', '94901', '94902', '94903', '94904']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['1081', '1082', '1083', '1084', '1085', '108897', '108900', '108903', '108906', '108909', '108912', '108915', '108918', '108921', '108924', '108927', '108930', '108933', '108936', '108939', '108942', '108945', '108948', '108951', '108954', '108957', '108960', '108963', '108966', '108969', '108972', '108975', '108978', '108981', '108984', '108987', '108990', '108993', '108996', '108999', '109002', '109005', '109008', '109011', '109014', '1251', '1252', '1253', '1254', '147877', '147878', '147879', '147880', '147881', '147882', '147883', '147884', '147885', '147886', '147887', '147888', '147889', '147890', '147891', '147892', '147893', '147894', '147895', '147896', '147897', '147898', '147899', '147900', '147901', '147902', '147903', '147904', '147905', '147906', '147907', '147908', '147909', '147910', '147911', '147912', '147913', '147914', '147915', '147916', '147917', '147918', '147919', '147920', '147921', '147922', '147923', '147924', '147925', '147926', '147927', '147928', '147929', '147930', '147931', '147932', '147933', '147934', '147935', '147936', '148017', '148018', '148019', '148020', '148021', '148022', '148023', '148024', '148025', '148026', '148027', '148028', '148029', '148030', '148031', '148032', '148033', '148034', '148035', '148036', '148037', '148038', '148039', '148040', '148041', '148042', '148043', '148044', '148045', '148046', '148047', '148048', '148049', '148050', '148051', '148052', '148053', '148054', '148055', '148056', '186512', '2214', '2215', '2216', '2217', '2218', '59857', '59859', '59860', '59861', '59862', '59863', '59864', '59865', '59866', '59867', '59868', '59869', '59870', '59871', '59873', '59874', '59875', '59877', '59878', '59879', '59880', '59881', '59885', '59886', '59887', '59888', '59889', '59890', '59892', '59893', '59894', '59895', '59897', '59898', '59899', '59900', '59901', '59903', '59905', '59909', '59911', '59912', '59913', '59917', '59918', '59919', '59920', '59921', '59922', '59924', '59925', '59926', '59927', '59929', '59930', '59932', '59933', '59935', '59937', '59939', '59940', '59941', '59942', '59943', '59946', '59948', '59949', '59951', '59952', '59953', '59954', '59956', '59957', '59958', '59959', '59960', '59961', '59962', '59963', '59964', '59965', '59968', '59969', '59970', '59971', '59972', '59974', '59975', '59976', '84659', '84660', '84661', '84662', '84663', '84664', '84665', '84666', '84667', '84668', '84669', '84670', '84671', '84672', '84673', '84674', '84675', '84676', '84677', '84678', '847', '848', '849', '85009', '85010', '85011', '85012', '85013', '85014', '85015', '85016', '85017', '85018', '85049', '85050', '85051', '85052', '85053', '85054', '85055', '85057', '85060', '85061', '85210', '85211', '85212', '85213', '85214', '85215', '85216', '85217', '85218', '85219', '85240', '85241', '85242', '85243', '85244', '85245', '85246', '85247', '85248', '85249', '91668', '91669', '91670', '91671', '91672', '91673']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['110452'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['112910', '112915', '112920', '112925', '112930', '112935', '112940', '112945', '112950', '112955', '120453', '120458', '120463', '120468', '120473', '120478', '120483', '120488', '120493', '120498', '58362', '58367', '58372', '58377', '58382', '58387', '58392', '58397', '58402', '58407', '58412', '58417', '58422', '58427', '58432', '58437', '58442', '58447', '58452', '58457', '58462', '58467', '58472', '58477', '58482', '58487', '58492', '58497', '58502', '58507', '74030', '74035', '74040', '74045', '74050', '74055', '74060', '74065', '74070', '74075', '74080', '74085', '74095', '74100', '74105', '74110', '74115', '74120', '74125', '74130', '74135', '74140', '74145', '74150', '74155', '74160', '74165', '74170', '74175']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['112960', '112964', '112968', '112972', '112976', '112980', '112988', '112992', '112996', '113010', '113011', '113013', '113014', '113015', '113016', '113018', '113019', '113020', '113021', '113022', '113023', '113024', '113025', '113026', '113027', '113028', '113029', '113030', '113031', '113032', '113033', '113034', '113035', '113036', '113037', '113038', '113039', '119238', '119239', '119240', '119241', '119242', '119243', '119244', '119245', '119246', '119247', '119248', '119249', '119250', '119251', '119252', '119253', '119254', '119255', '119256', '119257', '119258', '119259', '119260', '119261', '119262', '119263', '119264', '119265', '119266', '119267', '119268', '119269', '119270', '119271', '119272', '119273', '119274', '119275', '119276', '119277', '119278', '119279', '119280', '119281', '119282', '119283', '119284', '119285', '119286', '119287', '119288', '119289', '119290', '119291', '119292', '119293', '119294', '119295', '119296', '119297', '119298', '119299', '119300', '119301', '119302', '119303', '119304', '119305', '119306', '119307', '119308', '119309', '119310', '119311', '119318', '119322', '119326', '119330', '119334', '119338', '119342', '119346', '119350', '119354', '119358', '119359', '119360', '119361', '119362', '119363', '119364', '119365', '119366', '119367', '119368', '119369', '119370', '119371', '119372', '119373', '119374', '119375', '119376', '119377', '119378', '119379', '119380', '119381', '119382', '119383', '119384', '119385', '119386', '119387', '120383', '120384', '120385', '120386', '120387', '120388', '120389', '120390', '120391', '120392', '120393', '120394', '120395', '120396', '120397', '120398', '120399', '120400', '120401', '120402', '120413', '120417', '120421', '120425', '120429', '120433', '120437', '120441', '120445', '120449', '177388', '177392', '177396', '177400', '177408', '177416', '177424', '177436', '177440', '177460', '177468', '177488', '177492', '177496', '73343', '73347', '73357', '73361', '73365', '73369', '73373', '73377', '73381', '73385', '73389', '73393', '73397', '73401', '73405', '73409', '73413', '73417', '73421', '73425', '73429', '73433', '73437', '73441', '73445', '73449', '73453', '73457', '73461', '73465', '74000', '74001', '74002', '74003', '74004', '74005', '74006', '74007', '74008', '74009', '74010', '74011', '74012', '74013', '74014', '74015', '74016', '74017', '74018', '74019', '74020', '74021', '74022', '74023', '74024', '74025', '74026', '74027', '74028', '74029', '74402', '74403', '74404', '74407']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['113150', '113154', '113158', '113162', '113166', '113170', '113174', '113178', '113182', '113186', '113230', '113234', '113238', '113242', '113246', '113250', '113258', '113262', '113266', '137966', '137970', '137974', '137978', '137982', '137986', '137990', '137994', '137998', '138002', '138006', '138010', '138014', '138018', '138022', '138095', '138096', '138097', '138098', '138099', '138100', '138101', '138102', '138103', '138104', '138105', '138106', '138107', '138108', '138109', '139169', '139177', '139217', '139225', '139313', '139315', '139317', '139335', '139448', '139449', '139450', '139451', '139452', '139453', '139454', '139455', '139468', '139469', '139470', '139471', '139480', '139483', '139488', '139491', '139492', '139493', '139494', '139497', '139498', '139499', '139502', '139503', '139504', '139507', '139508', '139509', '139532', '139533', '139534', '139547', '139548', '139549', '139552', '139553', '139554', '139557', '139558', '139559', '139562', '139563', '139564', '139567', '139568', '139569', '139570', '139571', '139572', '139573', '139574', '139575', '139576', '139577', '139578', '139579', '139580', '139581', '139582', '139615', '139616', '139617', '139621', '139622', '139670', '139671', '139672', '139673', '139675', '139676', '139677', '177695', '177696', '177697', '177741', '177746', '177751', '177753', '177754', '177755', '177759', '177760', '74552', '74553', '74554', '74555', '74556', '74557', '74558', '74559', '74560', '74561', '74562', '74563', '74564', '74565', '74566', '74567', '74568', '74569', '74570', '74571', '74572', '74573', '74574', '74575', '74576', '74577', '74578', '74579', '74580', '74581', '93721', '93722', '93723', '93724', '93725', '93726', '93727', '93728', '93729', '93730', '93731', '93732', '93733', '93734', '93735', '93736', '93737', '93738', '93739', '93740', '93741', '93742', '93743', '93744', '93745', '93746', '93747', '93748', '93749', '93750', '93751', '93752', '93753', '93754', '93755', '93756', '93757', '93758', '93759', '93760', '93761', '93762', '93763', '93764', '93765', '93766', '93767', '93768', '93769', '93770', '93771', '93772', '93773', '93774', '93775', '93776', '93777', '93778', '93779', '93780', '93781', '93782', '93783', '93784', '93785', '93786', '93787', '93788', '93789', '93790']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['113190', '113194', '113198', '113202', '113206', '113210', '113214', '113218', '113222', '113226', '113310', '113314', '113318', '113322', '113326', '113330', '113334', '113338', '113342', '113346', '139623', '139624', '139625', '139631', '139632', '139635', '139636', '139658', '139661', '139663', '139664', '177713', '177715', '177717', '177718', '177721', '177725', '177726', '177727', '177732', '73495', '73499', '73511', '73515', '73527', '73531', '73535', '73551', '73567', '73571', '73575', '73607', '73615', '73627', '73647', '73651', '73655', '73671', '73687', '73735', '74282', '74290', '74294', '74306', '74322', '74326', '74330', '74334', '74338', '74342', '74346', '74350', '74354', '74358', '74412', '74416', '74420', '74424', '74428', '74432', '74452', '74457', '74462', '74467', '74472', '74477', '74482', '74487', '74492', '74497', '74502', '74507', '74512', '74517', '74522', '74527', '74532', '74537', '74542', '74547']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['113360', '113361', '113365', '113366', '113367', '113368', '113369', '113370', '113371', '113372', '113373', '113374', '113380', '113381', '113385', '113386', '113387', '113388', '113389', '113390', '113400', '113405', '113406', '113407', '113408', '113409', '113415', '113416', '113417', '113418', '113419', '113420', '113421', '113422', '113423', '113424', '113425', '113426', '113427', '113428', '113429', '113430', '113435', '113440', '113441', '113442', '113443', '113444', '113445', '113450', '113451', '113452', '113453', '113454', '113455', '113460', '113465', '113466', '113467', '113468', '113469', '113470', '113471', '113472', '113473', '113474', '113480', '113481', '113482', '113483', '113484', '113490', '113495', '113500', '113505', '113506', '113507', '113508', '113509', '113515', '113516', '113517', '113518', '113519', '113520', '113521', '113522', '113523', '113524', '113525', '113530', '113531', '113532', '113533', '113534', '113535', '113536', '113537', '113538', '113539', '113545', '113546', '113547', '113548', '113549', '113550', '113551', '113552', '113553', '113554', '113555', '113565', '113566', '113567', '113568', '113569', '113570', '113571', '113572', '113573', '113574', '113575', '113580', '113581', '113582', '113583', '113584', '113585', '113586', '113587', '113588', '113589', '113618', '113619', '113620', '113621', '113622', '113623', '113624', '113625', '113626', '113627', '113628', '113629', '113630', '113636', '113637', '113638', '113639', '113640', '113641', '113642', '113654', '113655', '113656', '113657', '113658', '113659', '113661', '113679', '113680', '113681', '113682', '113683', '113691', '113697', '113703', '113709', '113710', '113711', '113712', '113713', '113714', '113715', '113716', '113717', '113718', '113719', '113720', '113721', '113722', '113723', '113724', '113725', '113726', '113727', '113733', '113734', '113735', '113736', '113737', '113738', '113739', '113745', '113763', '113764', '113765', '113766', '113767', '113768', '113769', '113770', '113771', '113772', '113773', '113774', '113775', '113776', '113777', '113778', '113779', '113780', '113781', '113782', '113783', '113784', '113785', '113786', '113787', '113788', '113789', '113790', '113791', '113792', '113793', '113794', '113795', '113796', '113797', '113798', '113805', '113806', '113807', '113808', '113809', '113810', '113811', '113812', '113813', '113814', '113815', '113816', '113817', '113818', '113819', '113820', '113821', '113822', '113835', '113836', '113837', '113838', '113839', '113840', '113841', '113847', '113848', '113849', '113850', '113851', '113852', '113853', '113859', '113871', '113872', '113873', '113874', '113875', '113876', '113877', '113883', '113884', '113885', '113886', '113887', '113888', '113895', '113896', '113897', '113898', '113899', '113900']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['114132', '114135', '114136', '114137', '114153', '114154', '114155', '114156', '114157', '114158', '114159', '114171', '114172', '114173', '114174', '114192', '114193', '114194', '114195', '114196', '114201', '114203', '114204', '114206', '114209', '114210', '114212', '114218', '114224', '114230', '114233', '114239', '114266', '114269', '162092', '162093', '162095', '162096', '162098', '162101', '162104', '162105', '162106', '162107', '162108', '162112', '162113', '162115', '162116', '162117', '162118', '162120', '162121', '162130', '162132', '162133', '162135', '162138', '162139', '162140', '162141', '162144', '162146', '162148']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['120156', '120160', '120164', '120168', '120172', '120176', '120180', '120184', '120188', '120192', '120196', '120200', '120204', '120208', '120212', '120216', '120220', '120224', '120228', '120232', '120257', '120261', '120265', '120269', '120273', '120277', '120281', '120285', '120289', '120293', '120297', '120301', '120305', '120309', '120313', '120317', '120321', '120325', '120329', '120333', '84729', '84730', '84731', '84732', '84733', '84734', '84735', '84736', '84737', '84738', '85264', '85265', '85266', '85267', '85268', '85269', '85270', '85271', '85272', '85273', '85334', '85335', '85336', '85337', '85338', '85339', '85340', '85341', '85342', '85343', '88830']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['121674', '121713', '121719', '121722', '121725', '121740', '121741', '121742', '121743', '121744', '121745', '121773', '121788', '121880', '87422', '87423', '87424', '87425', '87426', '87427', '87428', '87429', '87430', '87431', '87432', '87433', '87434', '87435', '87436', '87437', '87438', '87439', '87440', '87441', '87442', '87443', '87444', '87445', '87446', '87447', '87448', '87449', '87450', '87451', '87452', '87453', '87455', '87456', '87458', '87459', '87460', '87461', '87462', '87463', '87464', '87465', '87466', '87467', '87468', '87469', '87470', '87471', '87512', '87513', '87514', '87515', '87516', '87517', '87518', '87519', '87520', '87521', '87532', '87533', '87534', '87535', '87536', '87537', '87538', '87539', '87540', '87541', '87544', '87546', '87548', '87550', '87552', '87554', '87557', '87559', '87560', '87561', '87562', '87563', '87564', '87565', '87566', '87567', '87568', '87569', '87570', '87571', '87582', '87583', '87584', '87585', '87586', '87587', '87588', '87589', '87590', '87591', '87592', '87593', '87594', '87595', '87596', '87597', '87598', '87599', '87600', '87601']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['121917', '121928', '121931', '121936', '121939', '121943', '121951', '121964', '121966', '121967', '121976', '122001', '91648', '91649', '91650', '91651', '91652', '91653', '91654', '91655', '91656', '91657', '91658', '91659', '91660', '91661', '91662', '91663', '91664', '91665', '91666', '91667']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['122258', '122266', '122269', '122271', '122277', '122279', '122282', '122288', '122298', '122300', '122309', '122311', '122312', '122318', '122320', '122325', '122326', '162173', '162174', '162175', '162177', '162178', '162179', '162180', '162185', '162186', '162189', '162191']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['122524', '122525', '122530', '122532', '166380', '166381', '166382', '166383', '166384', '166385', '166386', '166387', '166388', '166389', '166545', '166547', '166548', '166549', '166550', '166551', '166552', '166553', '166554']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['122868', '72966', '72971', '72976', '72981', '72986', '72991', '72996', '73001', '73006', '73011', '73016', '73021', '73026', '73031', '73036', '73041', '73046', '73051', '73056', '73061', '73066', '73071', '73076', '73081', '73086', '73091', '73096', '73101', '73106', '73111', '87663', '87664', '87665', '87666', '87667', '87668', '87669', '87670', '87671', '87672', '87673', '87674', '87675', '87676', '87677', '87678', '87679', '87680', '87681', '87682', '87683', '87684', '87685', '87686', '87687', '87688', '87689', '87690', '87691', '87692', '87703', '87704', '87705', '87706', '87707', '87708', '87709', '87710', '87712', '87714', '87723', '87724', '87725', '87726', '87727', '87728', '87729', '87730', '87731', '87732', '87743', '87744', '87745', '87746', '87747', '87748', '87749', '87751', '87752']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
